unique_key,test_date,location,building_address,borough,community_board,pollutant_name,pollutant_symbol,result_value,unit_of_measurement,status,action_required,inspector,latitude,longitude
100397,2018-06-17T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,17.17,µg/m³,Pass,No,S. Patel,40.662016,-73.916442
100398,2018-02-22T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,36.68,ppb,Borderline,No,D. Thompson,40.662522,-73.918267
100399,2017-04-03T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,127.29,ppb,Pass,No,J. Williams,40.664705,-73.917128
100400,2018-02-16T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,37.62,ppb,Borderline,No,J. Williams,40.664861,-73.916773
100401,2018-03-02T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,865.26,ppm,Pass,No,J. Williams,40.663638,-73.918854
100402,2017-06-30T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,4.96,ppb,Pass,No,K. Martinez,40.66252,-73.916959
100403,2017-07-01T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,128.75,ppb,Pass,No,S. Patel,40.665134,-73.91703
100404,2018-06-08T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,36.46,µg/m³,Pass,No,K. Martinez,40.66476,-73.918017
100405,2017-10-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,852.74,ppm,Pass,No,L. Johnson,40.665335,-73.916877
100406,2018-08-11T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,124.23,ppb,Pass,No,K. Martinez,40.662508,-73.918226
100407,2018-06-26T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,142.79,ppb,Pass,No,K. Martinez,40.662503,-73.919358
100408,2017-05-22T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.32,ppm,Pass,No,M. Rodriguez,40.664975,-73.916391
100409,2018-01-16T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,564.92,ppm,Pass,No,M. Rodriguez,40.664014,-73.917666
100410,2018-01-27T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,850.11,ppm,Pass,No,A. Chen,40.661575,-73.917484
100411,2018-01-29T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,68.82,ppb,Fail,Yes,A. Chen,40.66539,-73.916191
100412,2018-03-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,6.95,µg/m³,Pass,No,S. Patel,40.662718,-73.918983
100413,2018-06-28T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,43.35,%,Pass,No,D. Thompson,40.66519,-73.91945
100414,2018-02-27T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,18.76,ppb,Borderline,No,J. Williams,40.663929,-73.915925
100415,2018-08-16T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.77,pCi/L,Pass,No,M. Rodriguez,40.663848,-73.918545
100416,2017-05-22T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,27.82,ppb,Pass,No,M. Rodriguez,40.664719,-73.917841
100417,2017-11-18T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.03,ppm,Pass,No,S. Patel,40.661703,-73.919295
100418,2017-05-17T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.59,ppm,Pass,No,K. Martinez,40.663446,-73.918444
100419,2017-03-20T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.56,pCi/L,Pass,No,K. Martinez,40.663874,-73.915686
100420,2018-06-23T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,744.12,ppm,Pass,No,D. Thompson,40.662974,-73.91608
100421,2018-02-22T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,46.86,µg/m³,Fail,Yes,K. Martinez,40.665387,-73.917953
100422,2017-05-04T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,7.13,µg/m³,Pass,No,A. Chen,40.66341,-73.918864
100423,2018-02-02T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,5.16,ppb,Pass,No,D. Thompson,40.66295,-73.916638
100424,2018-06-25T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,23.0,ppb,Pass,No,K. Martinez,40.661533,-73.915687
100425,2017-09-20T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,7.6,µg/m³,Pass,No,L. Johnson,40.663425,-73.917485
100426,2017-03-08T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,199.98,ppb,Fail,Yes,S. Patel,40.665347,-73.918813
100427,2017-07-08T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,53.66,%,Borderline,No,L. Johnson,40.662714,-73.915646
100428,2018-03-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,15.18,ppb,Pass,No,A. Chen,40.664427,-73.919186
100429,2017-07-29T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,48.28,%,Pass,No,L. Johnson,40.663944,-73.916036
100430,2017-06-29T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,16.19,ppb,Pass,No,A. Chen,40.664381,-73.9191
100431,2017-10-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,28.64,ppb,Pass,No,J. Williams,40.662006,-73.915859
100432,2017-08-09T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.8,ppm,Pass,No,K. Martinez,40.66453,-73.916294
100433,2017-07-11T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,12.11,µg/m³,Pass,No,L. Johnson,40.663583,-73.916639
100434,2017-07-26T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,482.4,ppm,Pass,No,K. Martinez,40.665396,-73.918045
100435,2018-06-25T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.84,pCi/L,Fail,Yes,K. Martinez,40.661941,-73.916559
100436,2017-10-07T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,11.19,µg/m³,Pass,No,K. Martinez,40.66383,-73.919271
100437,2017-05-12T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,19.42,µg/m³,Borderline,No,S. Patel,40.663158,-73.919197
100438,2018-04-09T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,39.68,µg/m³,Borderline,No,J. Williams,40.665098,-73.915605
100439,2018-06-05T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,14.82,ppb,Pass,No,J. Williams,40.66523,-73.918383
100440,2018-05-16T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,5.11,ppb,Pass,No,M. Rodriguez,40.662378,-73.918444
100441,2017-04-29T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,51.67,%,Borderline,No,D. Thompson,40.66227,-73.918398
100442,2017-05-13T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,7.01,ppb,Pass,No,L. Johnson,40.664496,-73.916043
100443,2017-03-18T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1089.41,ppm,Fail,Yes,L. Johnson,40.664988,-73.915912
100444,2017-07-13T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,27.39,µg/m³,Pass,No,A. Chen,40.661841,-73.917325
100445,2018-01-13T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,38.42,ppb,Pass,No,L. Johnson,40.664411,-73.918796
100446,2018-04-08T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1151.01,ppm,Fail,Yes,K. Martinez,40.663393,-73.918457
100447,2018-08-24T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,95.79,ppb,Pass,No,K. Martinez,40.663991,-73.916893
100448,2018-02-18T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,40.51,ppb,Fail,Yes,J. Williams,40.662146,-73.916504
100449,2018-03-23T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,136.22,ppb,Pass,No,K. Martinez,40.661601,-73.918462
100450,2018-04-17T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,57.72,%,Borderline,No,L. Johnson,40.663064,-73.917366
100451,2017-11-07T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,44.94,µg/m³,Borderline,No,K. Martinez,40.662135,-73.917066
100452,2017-03-28T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.46,ppm,Pass,No,S. Patel,40.662538,-73.915534
100453,2017-12-18T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,53.16,%,Borderline,No,S. Patel,40.661839,-73.91712
100454,2017-12-15T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.75,ppm,Pass,No,D. Thompson,40.664252,-73.916639
100455,2017-10-30T00:00:00,"Building 1, Floor 3","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,2.18,ppm,Borderline,No,M. Rodriguez,40.663193,-73.917678
100456,2018-06-23T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,36.2,µg/m³,Pass,No,A. Chen,40.664819,-73.917846
100457,2018-09-11T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.96,ppm,Borderline,No,L. Johnson,40.663758,-73.91643
100458,2018-03-31T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,9.81,µg/m³,Pass,No,L. Johnson,40.66526,-73.918058
100459,2017-12-12T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,32.72,ppb,Pass,No,J. Williams,40.66301,-73.915986
100460,2017-05-14T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,29.5,µg/m³,Pass,No,L. Johnson,40.664444,-73.919203
100461,2018-03-17T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1059.34,ppm,Borderline,No,A. Chen,40.66336,-73.915724
100462,2018-08-20T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,9.06,ppb,Pass,No,A. Chen,40.663206,-73.915972
100463,2017-12-01T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,149.85,ppb,Pass,No,A. Chen,40.664524,-73.91907
100464,2018-08-02T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,14.71,µg/m³,Pass,No,M. Rodriguez,40.662119,-73.917869
100465,2018-05-22T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,1.3,pCi/L,Pass,No,M. Rodriguez,40.66536,-73.916988
100466,2017-12-30T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,2.32,pCi/L,Pass,No,L. Johnson,40.662943,-73.919105
100467,2017-09-07T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,33.14,µg/m³,Pass,No,J. Williams,40.663263,-73.916509
100468,2017-08-01T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,141.56,ppb,Pass,No,M. Rodriguez,40.662927,-73.917141
100469,2017-05-16T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,65.97,ppb,Pass,No,M. Rodriguez,40.662633,-73.919002
100470,2017-03-26T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,61.19,%,Fail,Yes,S. Patel,40.665055,-73.916035
100471,2017-11-11T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,717.28,ppm,Pass,No,K. Martinez,40.662635,-73.918285
100472,2018-08-19T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,13.16,µg/m³,Pass,No,D. Thompson,40.662083,-73.919101
100473,2018-05-20T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,71.61,ppb,Pass,No,J. Williams,40.664525,-73.9175
100474,2017-09-23T00:00:00,"Building 3, Lobby","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,52.15,%,Borderline,No,K. Martinez,40.664007,-73.916146
100475,2017-07-12T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,55.55,ppb,Pass,No,S. Patel,40.662983,-73.918098
100476,2018-07-27T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,1.87,ppm,Pass,No,K. Martinez,40.664453,-73.915838
100477,2017-08-19T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Nitrogen Dioxide,NO2,27.01,ppb,Pass,No,A. Chen,40.664649,-73.916928
100478,2017-12-03T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.66,ppm,Pass,No,D. Thompson,40.661782,-73.916728
100479,2017-03-04T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,6.16,ppb,Pass,No,L. Johnson,40.664145,-73.917347
100480,2017-04-12T00:00:00,Storage Room A,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,52.44,%,Borderline,No,M. Rodriguez,40.664588,-73.918597
100481,2017-12-17T00:00:00,Basement Level 1,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,35.56,ppb,Pass,No,J. Williams,40.662997,-73.916717
100482,2018-05-05T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Monoxide,CO,0.44,ppm,Pass,No,M. Rodriguez,40.66225,-73.916062
100483,2017-05-04T00:00:00,"Building 4, Hallway B","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,8.85,µg/m³,Pass,No,S. Patel,40.662146,-73.918833
100484,2018-06-27T00:00:00,Recreation Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,26.7,ppb,Pass,No,A. Chen,40.664603,-73.918196
100485,2018-01-29T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,83.87,ppb,Pass,No,S. Patel,40.662863,-73.916339
100486,2017-09-22T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1069.34,ppm,Borderline,No,L. Johnson,40.662861,-73.916568
100487,2017-07-11T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,29.46,ppb,Pass,No,M. Rodriguez,40.663728,-73.917449
100488,2018-08-01T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,17.17,ppb,Pass,No,J. Williams,40.663361,-73.917381
100489,2018-02-02T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.15,pCi/L,Borderline,No,D. Thompson,40.664044,-73.917734
100490,2018-04-18T00:00:00,"Building 1, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,48.45,ppb,Pass,No,K. Martinez,40.661792,-73.919234
100491,2018-02-06T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 10,PM10,34.91,µg/m³,Pass,No,M. Rodriguez,40.662509,-73.917622
100492,2018-07-29T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Radon,Rn,3.64,pCi/L,Fail,Yes,L. Johnson,40.663823,-73.916306
100493,2018-08-26T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Particulate Matter 2.5,PM2.5,17.77,µg/m³,Pass,No,S. Patel,40.662767,-73.91894
100494,2018-06-21T00:00:00,Community Center,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1176.04,ppm,Fail,Yes,S. Patel,40.662093,-73.91667
100495,2017-03-24T00:00:00,"Building 2, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,666.82,ppm,Pass,No,L. Johnson,40.662096,-73.917788
100496,2018-03-09T00:00:00,Laundry Room,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Formaldehyde,HCHO,19.41,ppb,Borderline,No,K. Martinez,40.664652,-73.918434
100497,2017-11-15T00:00:00,Storage Room B,"310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Ozone,O3,38.1,ppb,Pass,No,J. Williams,40.662227,-73.916125
100498,2018-01-31T00:00:00,"Building 2, Floor 1","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Relative Humidity,RH,41.46,%,Pass,No,J. Williams,40.664079,-73.915669
100499,2017-08-01T00:00:00,"Building 1, Floor 2","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Carbon Dioxide,CO2,1080.8,ppm,Fail,Yes,J. Williams,40.663718,-73.916537
100500,2018-05-07T00:00:00,"Building 4, Hallway A","310 Rockaway Ave, Brooklyn, NY 11212",Brooklyn,5,Volatile Organic Compounds,VOC,73.16,ppb,Pass,No,D. Thompson,40.665076,-73.916863
